id,familia,acierto,estado,coste_usd,latencia_s,llamadas,cita,cifra,trayectoria,recall_trayectoria,coste_juez_usd,error,traceback,detalle_api
propio-011,extractiva,False,evaluado,0.027217125,56.37156119989231,3,False,,True,1.0,,,,
propio-012,extractiva,False,evaluado,0.029609025,47.41398710012436,3,False,,True,1.0,0.0040065,,,
propio-013,extractiva,True,evaluado,0.0089745,21.86244919989258,1,True,,True,1.0,0.001377,,,
propio-014,extractiva,False,evaluado,0.00883275,18.519963500089943,1,False,,True,1.0,0.002283,,,
propio-015,comparativa,False,evaluado,0.0366291,65.00907619995996,6,False,True,True,1.0,,,,
propio-016,comparativa,True,evaluado,0.018363749999999998,36.63170520006679,5,True,True,True,1.0,0.00287775,,,
propio-017,comparativa,True,evaluado,0.0263166,44.233298000181094,5,True,True,True,1.0,0.001653,,,
propio-018,comparativa,False,evaluado,0.03501525,69.2724016001448,6,False,True,True,1.0,0.00393,,,
propio-019,comparativa,False,evaluado,0.03839505,73.20860189991072,7,False,True,True,1.0,0.00359625,,,
propio-020,comparativa,True,evaluado,0.024710250000000003,40.798771099885926,5,True,True,True,1.0,0.00214575,,,
